id,name,overview,synonym,update_by,published_at,created_by,updated_by,created_at,updated_at,belongs_to,related_symptom_w2v,related_symptom_bert
249,Bướu miệng,,,,2022-01-14 08:14:25.464+00,1,1,2022-01-14 08:14:19.641+00,2022-01-14 08:14:25.476+00,,"['Bướu miệng', 'Loét miệng', 'Viêm miệng']",['Bướu miệng']
303,Da đau rát,,,,2022-01-14 09:59:09.742+00,1,1,2022-01-14 09:59:07.8+00,2022-01-14 09:59:09.756+00,,"['Da đau rát', 'Vết loét da nhỏ', 'Đau nhức chân tay', 'Đau họng', 'Đau rát vùng u', 'Đau mắt', 'Đau buốt', 'Rát họng', 'Loét da', 'Đau bìu', 'Đau bụng', 'Đau lưng', 'Ngứa da', 'Nóng rát ngực', 'Da sưng rộp', 'Da tấy đỏ', 'Đau quặn bụng', 'Đau nhức xương', 'Mắt nóng rát']","['Da đau rát', 'Đau bụng kinh', 'Bí tiểu']"
366,Rối loạn hô hấp,,,,2022-01-15 04:56:30.467+00,3,3,2022-01-15 04:56:28.412+00,2022-01-15 04:56:30.48+00,,"['Rối loạn hô hấp', 'Rối loạn hấp thu', 'rối loạn kinh nguyệt', 'Rối loạn nhịp tim', 'Rối loạn về cảm xúc', 'Rối loạn kinh nguyệt', 'Rối loạn về giấc ngủ', 'Rối loạn tâm thần', 'Rối loạn màu sắc', 'Suy hô hấp', 'Rối loạn lo âu']","['Rối loạn hô hấp', 'Rối loạn hấp thu']"
433,Ngáy to,,,,2022-01-15 07:57:03.175+00,3,3,2022-01-15 07:57:01.655+00,2022-01-15 07:57:03.19+00,,"['Ngáy to', 'Gan sưng to', 'Tai sưng to']",['Ngáy to']
510,Nước bọt có máu,,,,2022-01-16 10:03:19.885+00,2,2,2022-01-16 10:03:18.155+00,2022-01-16 10:03:19.905+00,,"['Chảy máu trong thực quản', 'Nước bọt có máu', 'Chảy máu trong quan hệ', 'Chảy máu âm đạo', 'Đờm có máu', 'Đi ngoài ra phân trộn lẫn với máu và chất nhầy', 'Tiêu chảy ra máu', 'Chảy máu quá nhiều', 'Chảy máu cam', 'Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Nôn ra máu', 'Không có cử động hay phản xạ', 'Nốt thành mụn nước', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Máu trong phân', 'Dễ khát nước', 'Có ý định tự sát', 'Tinh dịch có máu', 'Nước chảy từng ít một từ âm đạo', 'Chảy máu mũi', 'Ho ra máu', 'Máu kinh đóng thành cục lớn', 'Có dịch từ âm đạo', 'Mồ hôi có màu bất thường', 'Chảy nước dãi', 'Đầu dương vật rỉ máu', 'Chảy nước ở tai', 'Phân có máu', 'Chảy nước mắt', 'Chảy nước mũi', 'Sợ thức ăn có nhiều dầu mỡ', 'Thiếu máu', 'Bìu không có tinh hoàn', 'Có khối ở cổ', 'Nước tiểu trắng đục', 'Phân toàn nước màu trắng đục', 'Tiểu ra máu', 'Có mủ bên trong ', 'Mất nước', 'Tinh dịch có màu nâu', 'Tăng bilirubin máu ở trẻ sơ sinh', 'Phân có đường kính lớn', 'Đại tiện ra máu', 'Nước mắt có dịch mờ đục', 'Hạ oxy máu', 'Uống nhiều nước']",['Nước bọt có máu']
567,Mất thăng bằng,,,,2022-01-17 10:29:15.476+00,1,1,2022-01-17 10:29:13.736+00,2022-01-17 10:29:15.514+00,,"['Mất thăng bằng', 'Mất chức năng vùng bị thương', 'Mất ý thức', 'Mất phương hướng', 'Mất cân bằng', 'Mất trí nhớ', 'Mất nhận thức không gian', 'Mất vị giác', 'Đột nhiên mất sức', 'Mất nước', 'Mất thị lực cấp tính']","['Mất thăng bằng', 'Mất cân bằng']"
607,Đi đứng chậm chạp,,,,2022-01-18 02:13:30.243+00,1,1,2022-01-18 02:13:28.685+00,2022-01-18 02:13:30.264+00,,"['Đi đứng chậm chạp', 'Chậm nói', 'Tăng trưởng chậm ở trẻ em', 'Chậm chạm', 'Chậm phát triển', 'Chậm tiêu', 'Đau khi đi lại', 'Thóp chậm liền', 'Khó chịu khi đi tiểu', 'Vết thương chậm liền']",['Đi đứng chậm chạp']
696,Vết loét da nhỏ,,,,2022-01-18 03:55:24.783+00,1,1,2022-01-18 03:55:22.869+00,2022-01-18 03:55:24.8+00,,"['Vết loét da nhỏ', 'Vết loét từ sẹo cũ', 'Da đau rát', 'Nề đỏ xung quanh vết loét', 'Teo lớp mỡ dưới da', 'Vết thương lâu lành', 'Mụn nhỏ trên bề mặt da đầu', 'Vùng dày bì dưới da', 'Loét da', 'Đốm trên da', 'Tổn thương da', 'Sưng nề vùng da xung quanh', 'Mảng sần trên bề mặt da', 'Các mảng da ngứa', 'Da sưng rộp', 'Da tấy đỏ', 'Xương đâm xuyên qua da']",['Vết loét da nhỏ']
715,Chân tay khẳng khiu,,,,2022-01-18 04:06:53.672+00,1,1,2022-01-18 04:06:52.118+00,2022-01-18 04:06:53.688+00,,"['Chân tay khẳng khiu', 'Tê liệt tay chân', 'Đau nhức chân tay', 'Tay và chân ngắn', 'Cảm giác ngứa ran bên trong cổ chân', 'Tê bì tay chân', 'Phù chân', 'Đau xương cánh tay', 'Chân tay bị teo']",['Chân tay khẳng khiu']
698,"Vết loét từ mụn cơm, nút ruồi",,,,2022-01-18 03:56:28.633+00,1,1,2022-01-18 03:56:27.04+00,2022-01-18 03:56:28.647+00,,"['Da dày, nứt nẻ, bong vảy', 'Rối loạn tiêu hóa', 'Vết loét từ mụn cơm, nút ruồi', 'Vết loét có bờ nông, đáy nhẵn', 'Khối u bề mặt mủn nát, dễ chảy máu', 'Chảy máu đường tiêu hóa', 'Đau ngực', 'Da dày, cứng', 'Phù bìu, vú', 'Phát ban, ngứa', 'Giật tóc khỏi da đầu, giật lông mày, lông mi', 'Mất cảm giác ở bàn tay, bàn chân', 'Xuất huyết ở mặt tay, chân', 'Cáu gắt, giận dữ']","['Vết loét từ mụn cơm, nút ruồi']"
699,Nề đỏ xung quanh vết loét,,,,2022-01-18 03:57:10.918+00,1,1,2022-01-18 03:57:09.384+00,2022-01-18 03:57:10.939+00,,"['Nề đỏ xung quanh vết loét', 'Sưng nề vùng da xung quanh', 'Các mảng màu đỏ trên da', 'Đỏ quanh giác mạc', 'Vết loét da nhỏ', 'Vết loét từ sẹo cũ', 'Vết thương lâu lành', 'Bầm tím quanh mi mắt', 'Đỏ mặt', 'Thay đổi da quanh âm hộ hoặc hậu môn', 'Viêm đỏ hầu họng', 'Sưng nề nhẹ quanh đầu xương', 'Màu da khác xung quanh', 'Khẩu cái bị xung huyết', 'Mắt bị đỏ', 'Đỏ vùng da quanh khớp', 'Nốt màu đỏ trên bề mặt da', 'Sưng quanh hậu môn', 'Đau trong và xung quanh một khớp', 'Các mảng đỏ hoặc nâu trên da', 'Vú bị sưng đỏ', 'Vết nứt ở hậu môn', 'Vết thương chậm liền']",['Nề đỏ xung quanh vết loét']
700,Vết loét từ sẹo cũ,,,,2022-01-18 03:57:38.885+00,1,1,2022-01-18 03:57:37.332+00,2022-01-18 03:57:38.91+00,,"['Vết loét da nhỏ', 'Vết loét từ sẹo cũ', 'Nề đỏ xung quanh vết loét', 'Loét bộ phận sinh dục', 'Vết thương lâu lành', 'Vết nứt ở hậu môn']",['Vết loét từ sẹo cũ']
160,Ợ nóng ,,,,2022-01-14 05:01:53.35+00,1,1,2022-01-14 05:01:51.593+00,2022-01-14 05:01:53.361+00,,"['Ợ nóng ', 'Ợ hơi']",['Ợ nóng ']
120,Khó ngủ,,,,2022-01-14 04:10:31.869+00,3,3,2022-01-14 04:10:30.13+00,2022-01-14 04:10:31.884+00,,"['Khó ngủ', 'Ngủ nhiều', 'Rối loạn giấc ngủ', 'Khó thở', 'Khó nhìn', 'Buồn ngủ', 'Rối loạn về giấc ngủ', 'Mất ngủ', 'Ngủ không sâu giấc', 'Nói khó khăn']",['Khó ngủ']
24,Đái máu,"<br><br>Đái máu là tình trạng có hồng cầu (RBCs) trong nước tiểu, đặc biệt > 3 tế bào hồng cầu trên mỗi vi trường có độ phóng đại cao ở mẫu nước tiểu xét nghiệm. Nước tiểu có thể có màu đỏ, màu máu, hoặc màu giống nước cola (xuất hiện khi đái máu đại thể với quá trình oxi hóa máu bị ứ đọng lại trong bàng quang) hoặc nước tiểu không bị đổi màu rõ rệt (đái máu vi thể). Đái máu đơn độc là tình trạng chỉ có RBCs mà không có các bất thường khác trong nước tiểu (ví dụ: protein niệu<br>, trụ niệu).<br>Nước tiểu đỏ không phải lúc nào cũng là do có RBCs. Sự đổi màu nước tiểu thành màu đỏ hoặc nâu đỏ có thể là kết quả của những nguyên nhân sau:<br>Hemoglobin hoặc myoglobin trong nước tiểu<br>Bệnh Porphyria<br>(hầu hết các thể)<br>Thực phẩm (ví dụ, củ cải đường đỏ, đại hoàng, đôi khi màu thực phẩm)<br>Thuốc (phổ biến nhất là phenazopyridine, nhưng đôi khi là trà thảo mộc cascara, diphenylhydantoin, methyldopa, phenacetin, phenindione, phenolphthalein, phenothiazine, và phan tả diệp)",[],Nam,2022-01-12 12:25:21.05+00,1,1,2022-01-12 10:06:17.45+00,2022-01-14 04:49:13.462+00,,['Đái máu'],['Đái máu']
202,Sốt nhẹ,,,,2022-01-14 07:19:05.732+00,1,1,2022-01-14 07:19:03.562+00,2022-01-14 07:19:05.766+00,,['Sốt nhẹ'],['Sốt nhẹ']
246,Yếu ớt,,,,2022-01-14 08:13:27.679+00,1,1,2022-01-14 08:13:25.974+00,2022-01-14 08:13:27.69+00,,"['Yếu ớt', 'Yếu']",['Yếu ớt']
248,Rát hậu môn,,,,2022-01-14 08:14:17.919+00,2,2,2022-01-14 08:14:16.202+00,2022-01-14 08:14:17.929+00,,"['Rát hậu môn', 'Loét hậu môn', 'Ngứa hậu môn', 'Sưng quanh hậu môn', 'Đau hậu môn', 'Hậu môn ẩm ướt', 'Vết nứt ở hậu môn']","['Rát hậu môn', 'Loét hậu môn']"
304,Mụn nước,,,,2022-01-14 09:59:37.121+00,1,1,2022-01-14 09:59:35.323+00,2022-01-14 09:59:37.148+00,,"['Mụn nước', 'Nốt thành mụn nước', 'Nổi mụn', 'Mụn nhỏ trên bề mặt da đầu', 'Nổi mụn nhọt', 'Mụn chứng cá']",['Mụn nước']
367,Chảy máu trong quan hệ,,,,2022-01-15 04:57:40.888+00,3,3,2022-01-15 04:57:39.163+00,2022-01-15 04:57:40.905+00,,"['Chảy máu trong thực quản', 'Nước bọt có máu', 'Chảy máu trong quan hệ', 'Chảy máu âm đạo', 'Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Máu trong phân', 'Đi ngoài ra phân trộn lẫn với máu và chất nhầy', 'Tinh dịch có máu', 'Nước chảy từng ít một từ âm đạo', 'Đau khi quan hệ', 'Chảy nước ở tai', 'Phân có máu', 'Tiêu chảy ra máu', 'Dịch chảy từ ống tai ngoài', 'Tiêu chảy nhiều lần', 'Các vấn đề liên quan đến tình trạng khí', 'Chảy máu quá nhiều', 'Chảy dịch ở tai', 'Chảy máu cam', 'Ít quan tâm tới người khác', 'Nôn ra máu', 'Đờm có máu', 'Khó khăn trong việc di chuyển', 'Sờ thấy một khối u trong bụng', 'Ho ra máu', 'Máu kinh đóng thành cục lớn', 'Khó khăn trong việc suy luận', 'Chảy nước dãi', 'Cảm giác ngứa ran bên trong cổ chân', 'Đầu dương vật rỉ máu', 'Cảm giác kiến bò trong người', 'Tiêu chảy', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Chảy nước mắt', 'Chảy nước mũi', 'Phù chi dưới trong giai đoạn cuối của thai kỳ', 'Thiếu máu', 'Buồn nôn trong giai đoạn đầu của thai kỳ', 'Tiêu chảy ở trẻ em', 'Tiểu ra máu', 'Búi trĩ bên trong hoặc ngoài trực tràng', 'Đau trong và xung quanh một khớp', 'Có mủ bên trong ', 'Chảy dịch ở núm vú', 'Tăng bilirubin máu ở trẻ sơ sinh', 'Đại tiện ra máu']",['Chảy máu trong quan hệ']
434,Ngáy nhiều,,,,2022-01-15 07:57:16.538+00,3,3,2022-01-15 07:57:15.286+00,2022-01-15 07:57:16.551+00,,"['Ngáy nhiều', 'Ngứa ngáy toàn thân', 'Ngủ nhiều']",['Ngáy nhiều']
511,Bướu ở cổ,,,,2022-01-16 10:04:57.698+00,2,2,2022-01-16 10:04:56.033+00,2022-01-16 10:04:57.71+00,,"['Bướu ở cổ', 'Khối u ở cổ', 'Khối ở cổ', 'Hạch ở cổ', 'Có khối ở cổ', 'Hạch bạch huyết tại cổ', 'Đau phía sau đầu và cổ']",['Bướu ở cổ']
494,Ngứa ở niệu đạo ,,,,2022-01-16 08:53:01.624+00,2,2,2022-01-16 08:53:00.089+00,2022-01-16 08:53:15.689+00,,"['Ngứa ở niệu đạo ', 'Ngứa ngáy toàn thân', 'Cục ở họng', 'Cảm giác ngứa ran bên trong cổ chân', 'Đau ở vùng chậu trong giai đoạn đầu của thai kỳ', 'Đau ở vùng chậu', 'Sưng ở vùng chậu', 'Đau ở vùng bụng', 'Mảng ngứa trên đầu', 'Khối u ở bìu không đau', 'Ngứa bộ phận sinh dục', 'Ngứa ở vùng háng', 'Ngứa âm đạo']",['Ngứa ở niệu đạo ']
568,Chán nản,,,,2022-01-17 10:30:52.994+00,1,1,2022-01-17 10:30:51.403+00,2022-01-17 10:30:53.013+00,,"['Chán nản', 'Chán ăn']",['Chán nản']
608,Lãnh cảm,,,,2022-01-18 02:14:44.823+00,1,1,2022-01-18 02:14:43.431+00,2022-01-18 02:14:44.839+00,,"['Lãnh cảm', 'Nhạy cảm với tiếng ồn', 'Nhạy cảm với ánh sáng', 'Cảm giác ngứa ran bên trong cổ chân', 'Cảm giác kiến bò trong người', 'Da mất cảm giác', 'Giảm cảm giác', 'Rối loạn về cảm xúc', 'Không nói hoặc biểu lộ cảm xúc', 'Mất cảm giác', 'Cảm giác dị vật trong mắt']",['Lãnh cảm']
571,Nói mê,,,,2022-01-17 10:32:36.396+00,1,1,2022-01-17 10:32:34.239+00,2022-01-17 10:32:36.413+00,,"['Nói mê', 'Hôn mê sâu']",['Nói mê']
572,Tiêu lỏng,,,,2022-01-17 10:34:33.453+00,1,1,2022-01-17 10:34:31.918+00,2022-01-17 10:34:33.474+00,,"['Tiêu lỏng', 'Cơ lỏng lẻo', 'Phân lỏng', 'Khó tiêu', 'Tiêu chảy nhiều lần', 'Ăn không tiêu']",['Tiêu lỏng']
612,Tự ti,,,,2022-01-18 02:18:13.478+00,1,1,2022-01-18 02:18:11.183+00,2022-01-18 02:18:13.498+00,,['Tự ti'],['Tự ti']
716,Đau ngực dữ dội,,,,2022-01-18 04:08:22.519+00,1,1,2022-01-18 04:08:21.161+00,2022-01-18 04:08:22.543+00,,"['Đau ngực dữ dội', 'Đau bụng dữ dội', 'Đau đầu dữ dội', 'Đau nhức chân tay', 'Đau đầu', 'Đau phía sau xương ức', 'Đau bụng từng cơn', 'Hạch bẹn sưng to và đau', 'Đau dữ dội vùng thượng vị', 'Đau bụng cấp tính', 'Đau nhói vùng mông', 'Đau ở vùng bụng', 'Đau cơ', 'Đau tức ngực', 'Đau ở nhiều khớp', 'Sưng đau vùng chấn thương', 'Đau xương cánh tay', 'Đau bụng tái phát', 'Đau nhức toàn thân']","['Đau ngực dữ dội', 'Đau bụng dữ dội', 'Đau đầu dữ dội']"
697,"Vết loét có bờ nông, đáy nhẵn",,,,2022-01-18 03:55:51.31+00,1,1,2022-01-18 03:55:49.767+00,2022-01-18 03:55:51.326+00,,"['Da dày, nứt nẻ, bong vảy', 'Rối loạn tiêu hóa', 'Vết loét từ mụn cơm, nút ruồi', 'Vết loét có bờ nông, đáy nhẵn', 'Khối u bề mặt mủn nát, dễ chảy máu', 'Chảy máu đường tiêu hóa', 'Đau ngực', 'Da dày, cứng', 'Phù bìu, vú', 'Phát ban, ngứa', 'Giật tóc khỏi da đầu, giật lông mày, lông mi', 'Mất cảm giác ở bàn tay, bàn chân', 'Xuất huyết ở mặt tay, chân', 'Cáu gắt, giận dữ']","['Vết loét có bờ nông, đáy nhẵn']"
718,Nốt rạ,,,,2022-01-18 04:10:02.166+00,1,1,2022-01-18 04:10:00.469+00,2022-01-18 04:10:02.213+00,,"['Nốt rạ', 'Nốt ruồi']",['Nốt rạ']
25,Chảy máu âm đạo,"Chảy máu âm đạo bất thường bao gồm<br>Kinh ra quá nhiều (rong kinh hoặc cường kinh) hay ra kinh quá thường xuyên (đa kinh ).<br>Chảy máu không liên quan đến kinh nguyệt, xuất hiện bất thường giữa các kỳ hành kinh (rong huyết)<br>Chảy máu quá mức trong thời kỳ kinh nguyệt và xuất hiện bất thường giữa các kỳ kinh nguyệt (rong kinh kéo dài )<br>Chảy máu sau mãn kinh (nghĩa là, > 6 tháng sau chu kỳ kinh nguyệt bình thường cuối cùng)<br>Chảy máu âm đạo cũng có thể xảy ra trong thời kì sớm của thai hoặc thời kỳ muộn. (xem Chảy máu âm đạo trong thời kỳ đầu mang thai<br>) (xem Chảy máu âm đạo trong thời kỳ mang thai muộn<br>).<br>Ra máu âm đạo có thể xuất phát từ bất cứ nơi nào trong hệ thống sinh dục bao gồm âm hộ, âm đạo, cổ tử cung và tử cung. Khi xuất huyết âm đạo bắt nguồn từ tử cung, nó được gọi là chảy máu tử cung bất thường (AUB).",[],,2022-01-12 12:20:26.579+00,1,1,2022-01-12 10:06:17.457+00,2022-01-12 12:20:26.593+00,,"['Chảy máu trong thực quản', 'Nước bọt có máu', 'Chảy máu trong quan hệ', 'Chảy máu âm đạo', 'Chảy máu âm đạo trong giai đoạn đầu của thai kỳ', 'Tiêu chảy ra máu', 'Chảy máu quá nhiều', 'Chảy dịch ở tai', 'Chảy máu cam', 'Nôn ra máu', 'Chảy máu âm đạo trong giai đoạn cuối của thai kỳ', 'Máu trong phân', 'Đờm có máu', 'Đi ngoài ra phân trộn lẫn với máu và chất nhầy', 'Tinh dịch có máu', 'Nước chảy từng ít một từ âm đạo', 'Chảy máu mũi', 'Ho ra máu', 'Máu kinh đóng thành cục lớn', 'Có dịch từ âm đạo', 'Đầu dương vật rỉ máu', 'Đau âm ỉ thượng vị', 'Chảy nước ở tai', 'Tiêu chảy', 'Phân có máu', 'Chảy nước mắt', 'Chảy nước mũi', 'Dịch chảy từ ống tai ngoài', 'Tiêu chảy nhiều lần', 'Thiếu máu', 'Tăng tiết dịch âm đạo', 'Tiêu chảy ở trẻ em', 'Tiểu ra máu', 'Ra dịch âm đạo', 'Khó nghe được các phụ âm', 'Tăng bilirubin máu ở trẻ sơ sinh', 'Khó khăn để nghe các lời nói và âm thanh khác', 'Đại tiện ra máu', 'Hạ oxy máu', 'Thay đổi màu sắc dịch âm đạo', 'Ngứa âm đạo']",['Chảy máu âm đạo']
8,Nấc,"Nấc là sự lặp lại tình trạng co thắt không tự chủ của cơ hoành, theo sau là sự đóng đột ngột của thanh môn, cản trở dòng khí thở vào và gây ra âm thanh đặc trưng. Các đợt chuyển tiếp rất phổ biến. Nấc kéo dài (> 2 ngày) và kháng trị (> 1 tháng) không thường gặp nhưng khá nguy hiểm.",[],,2022-01-12 12:38:28.949+00,1,1,2022-01-12 10:06:17.234+00,2022-01-12 12:38:28.962+00,,['Nấc'],['Nấc']
16,Ngất,"Ngất là hiện tượng mất ý thức ngắn và đột, kèm theo mất trương lực tư thế và phục hồi ngay sau đó. Bệnh nhân có biểu hiện không cử động được, đầu chi lạnh, mạch yếu và thở nông. Đôi khi xảy ra hiện tượng giật cơ ngắn, ngoài ý muốn, giống cơn động kinh.<br>Tiền ngất là hiện tượng choáng, mệt thỉu, bệnh nhân có cảm giác sắp ngất nhưng không mất ý thức. Nó thường được phân loại và mô tả cùng triệu chứng ngất, bởi nguyên nhân của cả hai là như nhau.<br>Động kinh<br>có thể gây mất ý thức đột ngột, nhưng không được coi là ngất. Tuy nhiên, cần cân nhắc chẩn đoán động kinh ở những bệnh nhân có biểu hiện ngất, vì tiền sử và bệnh sử có thể không cung cấp những thông tin rõ ràng, hoặc không khai thác được, đồng thời một số loại động kinh không gây co giật hoặc co cứng. Thêm vào đó, cơn động kinh ngắn (< 5 giây) đôi khi có thể gây ngất.<br>Chẩn đoán dựa trên khai thác tiền sử và bệnh sử, những mô tả của người chứng kiến cơn động kinh, hoặc khám lâm sàng lúc xảy ra cơn động kinh.",[],,2022-01-12 12:38:38.727+00,1,1,2022-01-12 10:06:17.334+00,2022-01-12 12:38:38.744+00,,['Ngất'],['Ngất']
